Model,MDO3054
Firmware Version,1.30

Waveform Type,ANALOG,,,,,Waveform Type,ANALOG
Point Format,Y,,,,,Point Format,Y
Horizontal Units,s,,,,,Horizontal Units,s
Horizontal Scale,8e-07,,,,,Horizontal Scale,8e-07
Horizontal Delay,2.964e-06,,,,,Horizontal Delay,2.964e-06
Sample Interval,8e-10,,,,,Sample Interval,8e-10
Record Length,10000,,,,,Record Length,10000
Gating,0.0% to 100.0%,,,,,Gating,0.0% to 100.0%
Probe Attenuation,500,50,10,100,,Probe Attenuation,1
Vertical Units,V,V,A,A,,Vertical Units,Ws
Vertical Offset,0,0,0,0,,Vertical Offset,0
Vertical Scale,500,25,20,20,,Vertical Scale,0.001
Vertical Position,1.98,0.4,-2,-3.92,,Vertical Position,-1.78835
,,,,,,,
,,,,,,,
,,,,,,,
Label,Vds,Vge,Isw,Il,,Label,Esw
TIME,CH1,CH2,CH3,CH4,,TIME,"MATH<INTG(CH1*CH3)>"
9.1280e-07,-10,16,9.6,8.8,,9.1280e-07,0.000136946
9.1360e-07,-10,15,9.6,9.6,,9.1360e-07,0.000136789
9.1440e-07,-10,18,10.4,9.6,,9.1440e-07,0.000136789
9.1520e-07,-10,16,8.8,9.6,,9.1520e-07,0.000136789
9.1600e-07,10,16,10.4,8.8,,9.1600e-07,0.000136789
9.1680e-07,-10,15,9.6,9.6,,9.1680e-07,0.000136789
9.1760e-07,-10,15,8.8,9.6,,9.1760e-07,0.000136633
9.1840e-07,10,16,9.6,9.6,,9.1840e-07,0.000136789
9.1920e-07,10,15,9.6,8.8,,9.1920e-07,0.000136789
9.2000e-07,10,16,10.4,9.6,,9.2000e-07,0.000136946
9.2080e-07,10,16,10.4,8.8,,9.2080e-07,0.000136946
9.2160e-07,-10,15,9.6,8.8,,9.2160e-07,0.000136946
9.2240e-07,-10,15,9.6,8.8,,9.2240e-07,0.000136789
9.2320e-07,10,17,8.8,9.6,,9.2320e-07,0.000136946
9.2400e-07,-10,15,9.6,9.6,,9.2400e-07,0.000136789
9.2480e-07,-10,15,10.4,8.8,,9.2480e-07,0.000136789
9.2560e-07,10,15,9.6,10.4,,9.2560e-07,0.000136789
9.2640e-07,10,15,10.4,8.8,,9.2640e-07,0.000136946
9.2720e-07,-10,15,10.4,9.6,,9.2720e-07,0.000136789
9.2800e-07,-10,17,9.6,9.6,,9.2800e-07,0.000136789
9.2880e-07,-10,15,10.4,9.6,,9.2880e-07,0.000136633
9.2960e-07,-10,16,9.6,8.8,,9.2960e-07,0.000136633
9.3040e-07,10,16,9.6,9.6,,9.3040e-07,0.000136633
9.3120e-07,10,16,10.4,9.6,,9.3120e-07,0.000136789
9.3200e-07,30,17,9.6,9.6,,9.3200e-07,0.000136946
9.3280e-07,50,15,9.6,8.8,,9.3280e-07,0.000137414
9.3360e-07,-10,16,10.4,10.4,,9.3360e-07,0.000137258
9.3440e-07,10,15,9.6,10.4,,9.3440e-07,0.000137258
9.3520e-07,-10,16,9.6,9.6,,9.3520e-07,0.000137258
9.3600e-07,10,15,9.6,9.6,,9.3600e-07,0.000137258
9.3680e-07,10,16,9.6,9.6,,9.3680e-07,0.000137414
9.3760e-07,30,15,9.6,9.6,,9.3760e-07,0.000137571
9.3840e-07,30,16,10.4,9.6,,9.3840e-07,0.000137883
9.3920e-07,10,15,11.2,9.6,,9.3920e-07,0.000138039
9.4000e-07,10,16,9.6,9.6,,9.4000e-07,0.000138039
9.4080e-07,10,16,10.4,10.4,,9.4080e-07,0.000138196
9.4160e-07,10,16,10.4,9.6,,9.4160e-07,0.000138196
9.4240e-07,-10,17,9.6,9.6,,9.4240e-07,0.000138196
9.4320e-07,10,16,9.6,9.6,,9.4320e-07,0.000138196
9.4400e-07,-10,16,9.6,9.6,,9.4400e-07,0.000138196
9.4480e-07,10,15,9.6,9.6,,9.4480e-07,0.000138196
9.4560e-07,-10,16,9.6,8.8,,9.4560e-07,0.000138196
9.4640e-07,30,16,10.4,9.6,,9.4640e-07,0.000138352
9.4720e-07,30,15,10.4,9.6,,9.4720e-07,0.000138664
9.4800e-07,-10,16,9.6,9.6,,9.4800e-07,0.000138508
9.4880e-07,-10,16,9.6,8.8,,9.4880e-07,0.000138508
9.4960e-07,10,16,10.4,10.4,,9.4960e-07,0.000138508
9.5040e-07,10,15,11.2,9.6,,9.5040e-07,0.000138664
9.5120e-07,10,17,9.6,9.6,,9.5120e-07,0.000138664
9.5200e-07,10,15,9.6,9.6,,9.5200e-07,0.000138821
9.5280e-07,10,16,9.6,10.4,,9.5280e-07,0.000138821
9.5360e-07,-10,15,10.4,9.6,,9.5360e-07,0.000138821
9.5440e-07,10,15,9.6,9.6,,9.5440e-07,0.000138821
9.5520e-07,10,16,10.4,10.4,,9.5520e-07,0.000138977
9.5600e-07,-10,15,10.4,8.8,,9.5600e-07,0.000138821
9.5680e-07,10,16,9.6,9.6,,9.5680e-07,0.000138977
9.5760e-07,-10,17,9.6,9.6,,9.5760e-07,0.000138821
9.5840e-07,10,15,10.4,9.6,,9.5840e-07,0.000138977
9.5920e-07,10,16,10.4,9.6,,9.5920e-07,0.000138977
9.6000e-07,10,16,9.6,10.4,,9.6000e-07,0.000139133
9.6080e-07,10,16,9.6,9.6,,9.6080e-07,0.000139133
9.6160e-07,30,16,9.6,9.6,,9.6160e-07,0.000139446
9.6240e-07,10,17,10.4,10.4,,9.6240e-07,0.000139446
9.6320e-07,10,15,10.4,9.6,,9.6320e-07,0.000139602
9.6400e-07,10,16,9.6,9.6,,9.6400e-07,0.000139758
9.6480e-07,-10,16,10.4,9.6,,9.6480e-07,0.000139602
9.6560e-07,10,16,10.4,9.6,,9.6560e-07,0.000139758
9.6640e-07,-10,16,10.4,10.4,,9.6640e-07,0.000139602
9.6720e-07,-10,17,10.4,9.6,,9.6720e-07,0.000139446
9.6800e-07,10,16,11.2,9.6,,9.6800e-07,0.000139602
9.6880e-07,10,16,11.2,10.4,,9.6880e-07,0.000139758
9.6960e-07,10,15,10.4,9.6,,9.6960e-07,0.000139758
9.7040e-07,10,16,9.6,9.6,,9.7040e-07,0.000139914
9.7120e-07,-10,15,10.4,10.4,,9.7120e-07,0.000139758
9.7200e-07,10,16,10.4,9.6,,9.7200e-07,0.000139914
9.7280e-07,10,15,10.4,10.4,,9.7280e-07,0.000139914
9.7360e-07,-10,15,10.4,11.2,,9.7360e-07,0.000139914
9.7440e-07,-10,15,10.4,10.4,,9.7440e-07,0.000139758
9.7520e-07,10,16,10.4,9.6,,9.7520e-07,0.000139914
9.7600e-07,10,16,10.4,10.4,,9.7600e-07,0.000139914
9.7680e-07,-10,15,10.4,10.4,,9.7680e-07,0.000139914
9.7760e-07,10,16,10.4,10.4,,9.7760e-07,0.000139914
9.7840e-07,30,16,10.4,11.2,,9.7840e-07,0.000140227
9.7920e-07,10,15,11.2,9.6,,9.7920e-07,0.000140227
9.8000e-07,10,14,10.4,10.4,,9.8000e-07,0.000140383
9.8080e-07,10,16,10.4,10.4,,9.8080e-07,0.000140383
9.8160e-07,10,16,10.4,9.6,,9.8160e-07,0.000140539
9.8240e-07,-30,15,11.2,10.4,,9.8240e-07,0.000140227
9.8320e-07,-10,15,11.2,10.4,,9.8320e-07,0.000140227
9.8400e-07,10,16,10.4,9.6,,9.8400e-07,0.000140227
9.8480e-07,-10,16,9.6,11.2,,9.8480e-07,0.000140227
9.8560e-07,10,16,11.2,10.4,,9.8560e-07,0.000140227
9.8640e-07,10,14,10.4,10.4,,9.8640e-07,0.000140383
9.8720e-07,10,16,10.4,10.4,,9.8720e-07,0.000140383
9.8800e-07,10,16,10.4,9.6,,9.8800e-07,0.000140539
9.8880e-07,10,16,9.6,10.4,,9.8880e-07,0.000140539
9.8960e-07,10,16,10.4,10.4,,9.8960e-07,0.000140696
9.9040e-07,10,17,10.4,9.6,,9.9040e-07,0.000140696
9.9120e-07,10,16,12,9.6,,9.9120e-07,0.000140852
9.9200e-07,10,17,11.2,11.2,,9.9200e-07,0.000141008
9.9280e-07,10,16,11.2,11.2,,9.9280e-07,0.000141008
9.9360e-07,30,16,10.4,10.4,,9.9360e-07,0.000141321
9.9440e-07,10,16,9.6,10.4,,9.9440e-07,0.000141321
9.9520e-07,10,16,11.2,11.2,,9.9520e-07,0.000141477
9.9600e-07,10,15,10.4,10.4,,9.9600e-07,0.000141477
9.9680e-07,10,16,10.4,10.4,,9.9680e-07,0.000141633
9.9760e-07,30,16,10.4,9.6,,9.9760e-07,0.000141789
9.9840e-07,10,16,10.4,9.6,,9.9840e-07,0.000141946
9.9920e-07,10,17,10.4,9.6,,9.9920e-07,0.000142102
1.0000e-06,-10,16,11.2,11.2,,1.0000e-06,0.000141946
1.0008e-06,10,16,11.2,10.4,,1.0008e-06,0.000142102
1.0016e-06,10,16,10.4,9.6,,1.0016e-06,0.000142102
1.0024e-06,-10,15,10.4,10.4,,1.0024e-06,0.000142102
1.0032e-06,10,16,11.2,10.4,,1.0032e-06,0.000142102
1.0040e-06,-10,17,11.2,10.4,,1.0040e-06,0.000142102
1.0048e-06,10,16,11.2,9.6,,1.0048e-06,0.000142102
1.0056e-06,10,16,11.2,10.4,,1.0056e-06,0.000142258
1.0064e-06,-10,15,11.2,10.4,,1.0064e-06,0.000142102
1.0072e-06,-10,16,11.2,10.4,,1.0072e-06,0.000142102
1.0080e-06,-10,16,10.4,10.4,,1.0080e-06,0.000141946
1.0088e-06,10,16,10.4,11.2,,1.0088e-06,0.000142102
1.0096e-06,10,15,10.4,10.4,,1.0096e-06,0.000142102
1.0104e-06,10,16,10.4,10.4,,1.0104e-06,0.000142258
1.0112e-06,-10,16,11.2,10.4,,1.0112e-06,0.000142102
1.0120e-06,10,16,10.4,11.2,,1.0120e-06,0.000142258
1.0128e-06,10,16,11.2,11.2,,1.0128e-06,0.000142258
1.0136e-06,10,16,10.4,11.2,,1.0136e-06,0.000142414
1.0144e-06,10,15,10.4,10.4,,1.0144e-06,0.000142414
1.0152e-06,10,15,10.4,10.4,,1.0152e-06,0.000142571
1.0160e-06,10,16,10.4,10.4,,1.0160e-06,0.000142571
1.0168e-06,10,16,12,10.4,,1.0168e-06,0.000142727
1.0176e-06,-10,15,10.4,9.6,,1.0176e-06,0.000142571
1.0184e-06,-10,16,10.4,11.2,,1.0184e-06,0.000142571
1.0192e-06,10,15,11.2,12,,1.0192e-06,0.000142571
1.0200e-06,10,17,12,10.4,,1.0200e-06,0.000142727
1.0208e-06,10,16,10.4,11.2,,1.0208e-06,0.000142883
1.0216e-06,10,16,11.2,10.4,,1.0216e-06,0.000142883
1.0224e-06,10,16,11.2,10.4,,1.0224e-06,0.000143039
1.0232e-06,10,16,10.4,9.6,,1.0232e-06,0.000143039
1.0240e-06,-10,15,11.2,10.4,,1.0240e-06,0.000143039
1.0248e-06,-10,16,10.4,9.6,,1.0248e-06,0.000142883
1.0256e-06,-10,16,10.4,10.4,,1.0256e-06,0.000142883
1.0264e-06,-10,17,10.4,10.4,,1.0264e-06,0.000142727
1.0272e-06,-10,16,10.4,11.2,,1.0272e-06,0.000142727
1.0280e-06,10,15,12,10.4,,1.0280e-06,0.000142727
1.0288e-06,-10,15,11.2,10.4,,1.0288e-06,0.000142727
1.0296e-06,10,15,11.2,10.4,,1.0296e-06,0.000142727
1.0304e-06,30,16,11.2,10.4,,1.0304e-06,0.000143039
1.0312e-06,10,16,11.2,9.6,,1.0312e-06,0.000143039
1.0320e-06,30,15,11.2,10.4,,1.0320e-06,0.000143352
1.0328e-06,10,15,10.4,11.2,,1.0328e-06,0.000143508
1.0336e-06,-10,15,10.4,9.6,,1.0336e-06,0.000143352
1.0344e-06,10,16,10.4,10.4,,1.0344e-06,0.000143508
1.0352e-06,10,16,11.2,10.4,,1.0352e-06,0.000143508
1.0360e-06,10,16,12,10.4,,1.0360e-06,0.000143664
1.0368e-06,10,16,12,11.2,,1.0368e-06,0.000143664
1.0376e-06,-10,15,10.4,10.4,,1.0376e-06,0.000143664
1.0384e-06,10,16,11.2,10.4,,1.0384e-06,0.000143821
1.0392e-06,10,15,11.2,10.4,,1.0392e-06,0.000143821
1.0400e-06,10,16,10.4,10.4,,1.0400e-06,0.000143977
1.0408e-06,-10,15,12,9.6,,1.0408e-06,0.000143821
1.0416e-06,-10,15,10.4,10.4,,1.0416e-06,0.000143664
1.0424e-06,30,17,11.2,9.6,,1.0424e-06,0.000143977
1.0432e-06,-10,16,10.4,11.2,,1.0432e-06,0.000143977
1.0440e-06,10,15,10.4,11.2,,1.0440e-06,0.000143977
1.0448e-06,-10,15,10.4,12,,1.0448e-06,0.000143977
1.0456e-06,10,15,10.4,11.2,,1.0456e-06,0.000143977
1.0464e-06,10,16,11.2,10.4,,1.0464e-06,0.000144133
1.0472e-06,10,15,12,10.4,,1.0472e-06,0.000144133
1.0480e-06,10,16,11.2,10.4,,1.0480e-06,0.000144289
1.0488e-06,10,15,11.2,11.2,,1.0488e-06,0.000144446
1.0496e-06,30,16,11.2,10.4,,1.0496e-06,0.000144602
1.0504e-06,30,16,11.2,11.2,,1.0504e-06,0.000144914
1.0512e-06,-10,16,10.4,11.2,,1.0512e-06,0.000144758
1.0520e-06,10,16,11.2,10.4,,1.0520e-06,0.000144914
1.0528e-06,10,15,11.2,11.2,,1.0528e-06,0.000145071
1.0536e-06,-10,16,11.2,10.4,,1.0536e-06,0.000144914
1.0544e-06,-10,16,12,10.4,,1.0544e-06,0.000144758
1.0552e-06,-10,15,11.2,11.2,,1.0552e-06,0.000144758
1.0560e-06,10,15,10.4,11.2,,1.0560e-06,0.000144758
1.0568e-06,10,16,11.2,10.4,,1.0568e-06,0.000144914
1.0576e-06,10,16,11.2,12,,1.0576e-06,0.000145071
1.0584e-06,10,16,10.4,12,,1.0584e-06,0.000145071
1.0592e-06,-10,17,11.2,11.2,,1.0592e-06,0.000144914
1.0600e-06,10,16,11.2,10.4,,1.0600e-06,0.000145071
1.0608e-06,-10,15,11.2,11.2,,1.0608e-06,0.000144914
1.0616e-06,10,15,11.2,11.2,,1.0616e-06,0.000145071
1.0624e-06,10,16,11.2,10.4,,1.0624e-06,0.000145227
1.0632e-06,10,17,11.2,11.2,,1.0632e-06,0.000145227
1.0640e-06,10,16,11.2,11.2,,1.0640e-06,0.000145383
1.0648e-06,30,16,11.2,11.2,,1.0648e-06,0.000145539
1.0656e-06,10,15,11.2,11.2,,1.0656e-06,0.000145696
1.0664e-06,10,16,11.2,10.4,,1.0664e-06,0.000145852
1.0672e-06,10,16,12,11.2,,1.0672e-06,0.000145852
1.0680e-06,10,16,12,11.2,,1.0680e-06,0.000146008
1.0688e-06,10,16,11.2,11.2,,1.0688e-06,0.000146008
1.0696e-06,30,17,12,10.4,,1.0696e-06,0.000146321
1.0704e-06,10,16,12,10.4,,1.0704e-06,0.000146477
1.0712e-06,10,16,11.2,10.4,,1.0712e-06,0.000146477
1.0720e-06,10,16,11.2,11.2,,1.0720e-06,0.000146633
1.0728e-06,10,16,11.2,10.4,,1.0728e-06,0.000146789
1.0736e-06,30,16,12,11.2,,1.0736e-06,0.000146946
1.0744e-06,30,16,12,12,,1.0744e-06,0.000147258
1.0752e-06,10,16,12,11.2,,1.0752e-06,0.000147414
1.0760e-06,30,16,10.4,11.2,,1.0760e-06,0.000147727
1.0768e-06,10,15,12.8,11.2,,1.0768e-06,0.000147727
1.0776e-06,-10,17,12,11.2,,1.0776e-06,0.000147727
1.0784e-06,10,16,11.2,11.2,,1.0784e-06,0.000147727
1.0792e-06,10,16,11.2,12,,1.0792e-06,0.000147883
1.0800e-06,10,15,11.2,11.2,,1.0800e-06,0.000147883
1.0808e-06,-10,15,11.2,11.2,,1.0808e-06,0.000147883
1.0816e-06,10,15,12,11.2,,1.0816e-06,0.000147883
1.0824e-06,10,16,11.2,11.2,,1.0824e-06,0.000148039
1.0832e-06,-10,16,11.2,10.4,,1.0832e-06,0.000147883
1.0840e-06,10,16,12,10.4,,1.0840e-06,0.000148039
1.0848e-06,10,15,10.4,12,,1.0848e-06,0.000148039
1.0856e-06,10,15,12,10.4,,1.0856e-06,0.000148196
1.0864e-06,30,16,12,11.2,,1.0864e-06,0.000148508
1.0872e-06,10,15,11.2,11.2,,1.0872e-06,0.000148508
1.0880e-06,10,16,11.2,11.2,,1.0880e-06,0.000148664
1.0888e-06,10,15,12,12,,1.0888e-06,0.000148821
1.0896e-06,-10,16,10.4,11.2,,1.0896e-06,0.000148664
1.0904e-06,30,16,11.2,11.2,,1.0904e-06,0.000148977
1.0912e-06,10,17,11.2,11.2,,1.0912e-06,0.000148977
1.0920e-06,10,15,12,11.2,,1.0920e-06,0.000149133
1.0928e-06,10,16,12,11.2,,1.0928e-06,0.000149289
1.0936e-06,10,16,12,11.2,,1.0936e-06,0.000149289
1.0944e-06,-10,17,12.8,11.2,,1.0944e-06,0.000149289
1.0952e-06,-10,16,11.2,11.2,,1.0952e-06,0.000149133
1.0960e-06,-10,16,11.2,11.2,,1.0960e-06,0.000148977
1.0968e-06,10,16,12,12,,1.0968e-06,0.000149133
1.0976e-06,10,16,11.2,11.2,,1.0976e-06,0.000149289
1.0984e-06,30,15,10.4,11.2,,1.0984e-06,0.000149446
1.0992e-06,-10,16,12,11.2,,1.0992e-06,0.000149446
1.1000e-06,10,16,12,12,,1.1000e-06,0.000149446
1.1008e-06,10,16,11.2,12,,1.1008e-06,0.000149602
1.1016e-06,-10,16,11.2,11.2,,1.1016e-06,0.000149446
1.1024e-06,10,14,11.2,11.2,,1.1024e-06,0.000149602
1.1032e-06,-10,16,12,12,,1.1032e-06,0.000149446
1.1040e-06,10,16,11.2,12,,1.1040e-06,0.000149602
1.1048e-06,10,16,12,12,,1.1048e-06,0.000149602
1.1056e-06,-10,15,11.2,11.2,,1.1056e-06,0.000149602
1.1064e-06,10,14,11.2,11.2,,1.1064e-06,0.000149602
1.1072e-06,-10,15,12.8,11.2,,1.1072e-06,0.000149602
1.1080e-06,10,15,12,12.8,,1.1080e-06,0.000149602
1.1088e-06,10,16,12.8,12,,1.1088e-06,0.000149758
1.1096e-06,-10,16,12,10.4,,1.1096e-06,0.000149602
1.1104e-06,10,15,12,11.2,,1.1104e-06,0.000149758
1.1112e-06,10,16,10.4,12,,1.1112e-06,0.000149914
1.1120e-06,10,16,12,12,,1.1120e-06,0.000149914
1.1128e-06,10,15,12,11.2,,1.1128e-06,0.000150071
1.1136e-06,-10,16,12.8,12,,1.1136e-06,0.000149914
1.1144e-06,10,16,11.2,11.2,,1.1144e-06,0.000150071
1.1152e-06,10,15,12,12.8,,1.1152e-06,0.000150071
1.1160e-06,10,15,11.2,11.2,,1.1160e-06,0.000150227
1.1168e-06,10,15,11.2,12,,1.1168e-06,0.000150227
1.1176e-06,-10,15,11.2,11.2,,1.1176e-06,0.000150227
1.1184e-06,30,16,12,12,,1.1184e-06,0.000150539
1.1192e-06,10,16,12,12,,1.1192e-06,0.000150539
1.1200e-06,30,15,12.8,11.2,,1.1200e-06,0.000150852
1.1208e-06,-10,16,12,12,,1.1208e-06,0.000150852
1.1216e-06,10,15,12,12,,1.1216e-06,0.000150852
1.1224e-06,10,16,12,11.2,,1.1224e-06,0.000151008
1.1232e-06,10,14,12,11.2,,1.1232e-06,0.000151164
1.1240e-06,10,16,12,11.2,,1.1240e-06,0.000151164
1.1248e-06,10,15,12,12,,1.1248e-06,0.000151321
1.1256e-06,10,16,12,12,,1.1256e-06,0.000151321
1.1264e-06,10,15,12.8,12,,1.1264e-06,0.000151477
1.1272e-06,10,15,12,12,,1.1272e-06,0.000151633
1.1280e-06,10,15,12.8,11.2,,1.1280e-06,0.000151633
1.1288e-06,10,15,12,12,,1.1288e-06,0.000151789
1.1296e-06,-10,15,12.8,12,,1.1296e-06,0.000151633
1.1304e-06,10,16,12.8,11.2,,1.1304e-06,0.000151789
1.1312e-06,-10,15,12.8,11.2,,1.1312e-06,0.000151633
1.1320e-06,-10,16,11.2,12,,1.1320e-06,0.000151633
1.1328e-06,10,16,11.2,12,,1.1328e-06,0.000151633
1.1336e-06,-10,15,12.8,11.2,,1.1336e-06,0.000151633
1.1344e-06,10,16,12,11.2,,1.1344e-06,0.000151633
1.1352e-06,10,14,12,12,,1.1352e-06,0.000151789
1.1360e-06,-10,16,12,12,,1.1360e-06,0.000151633
1.1368e-06,10,15,12,11.2,,1.1368e-06,0.000151789
1.1376e-06,-10,15,11.2,11.2,,1.1376e-06,0.000151633
1.1384e-06,-10,16,12,11.2,,1.1384e-06,0.000151633
1.1392e-06,10,16,12,12,,1.1392e-06,0.000151633
1.1400e-06,10,17,12.8,12,,1.1400e-06,0.000151789
1.1408e-06,10,16,12.8,12,,1.1408e-06,0.000151946
1.1416e-06,30,15,11.2,12,,1.1416e-06,0.000152102
1.1424e-06,10,15,12.8,12,,1.1424e-06,0.000152258
1.1432e-06,10,15,12,12.8,,1.1432e-06,0.000152414
1.1440e-06,-10,17,12,12,,1.1440e-06,0.000152258
1.1448e-06,10,15,12,12,,1.1448e-06,0.000152414
1.1456e-06,10,15,12,11.2,,1.1456e-06,0.000152414
1.1464e-06,10,16,12.8,11.2,,1.1464e-06,0.000152571
1.1472e-06,10,15,12,11.2,,1.1472e-06,0.000152571
1.1480e-06,-10,15,12,11.2,,1.1480e-06,0.000152571
1.1488e-06,10,16,12,11.2,,1.1488e-06,0.000152571
1.1496e-06,10,16,12,12,,1.1496e-06,0.000152727
1.1504e-06,10,15,12.8,11.2,,1.1504e-06,0.000152883
1.1512e-06,-10,16,12,12.8,,1.1512e-06,0.000152727
1.1520e-06,10,15,12,12,,1.1520e-06,0.000152883
1.1528e-06,-10,16,12,12.8,,1.1528e-06,0.000152727
1.1536e-06,-10,16,12,12,,1.1536e-06,0.000152571
1.1544e-06,-10,16,12,12,,1.1544e-06,0.000152571
1.1552e-06,10,15,12.8,11.2,,1.1552e-06,0.000152727
1.1560e-06,-10,15,12,11.2,,1.1560e-06,0.000152571
1.1568e-06,-10,16,12.8,12,,1.1568e-06,0.000152414
1.1576e-06,-10,17,12,12,,1.1576e-06,0.000152414
1.1584e-06,-10,16,12,11.2,,1.1584e-06,0.000152258
1.1592e-06,10,16,12,11.2,,1.1592e-06,0.000152414
1.1600e-06,10,16,12.8,12.8,,1.1600e-06,0.000152414
1.1608e-06,-10,15,12,12,,1.1608e-06,0.000152414
1.1616e-06,10,15,12,12,,1.1616e-06,0.000152414
1.1624e-06,10,15,12.8,12.8,,1.1624e-06,0.000152571
1.1632e-06,10,16,12,12.8,,1.1632e-06,0.000152727
1.1640e-06,-10,16,12,12,,1.1640e-06,0.000152571
1.1648e-06,10,15,11.2,12,,1.1648e-06,0.000152727
1.1656e-06,10,16,12,12,,1.1656e-06,0.000152727
1.1664e-06,-10,16,12.8,11.2,,1.1664e-06,0.000152571
1.1672e-06,-10,15,12,12,,1.1672e-06,0.000152571
1.1680e-06,10,16,12.8,12,,1.1680e-06,0.000152727
1.1688e-06,-10,16,12,12.8,,1.1688e-06,0.000152571
1.1696e-06,-10,16,12.8,12,,1.1696e-06,0.000152414
1.1704e-06,10,15,12,12,,1.1704e-06,0.000152571
1.1712e-06,-10,16,12,12,,1.1712e-06,0.000152414
1.1720e-06,-10,16,12.8,12,,1.1720e-06,0.000152414
1.1728e-06,-10,16,12.8,12.8,,1.1728e-06,0.000152258
1.1736e-06,-10,15,12,12.8,,1.1736e-06,0.000152102
1.1744e-06,10,13,12,12,,1.1744e-06,0.000152258
1.1752e-06,-10,15,12.8,11.2,,1.1752e-06,0.000152102
1.1760e-06,-10,15,12.8,12.8,,1.1760e-06,0.000152102
1.1768e-06,10,15,12.8,12,,1.1768e-06,0.000152102
1.1776e-06,10,15,12.8,12,,1.1776e-06,0.000152258
1.1784e-06,30,15,12.8,12,,1.1784e-06,0.000152571
1.1792e-06,10,15,12,12,,1.1792e-06,0.000152727
1.1800e-06,10,16,12.8,12.8,,1.1800e-06,0.000152727
1.1808e-06,10,16,13.6,12,,1.1808e-06,0.000152883
1.1816e-06,-10,15,12,12.8,,1.1816e-06,0.000152727
1.1824e-06,-10,15,12,12,,1.1824e-06,0.000152727
1.1832e-06,10,16,12,12.8,,1.1832e-06,0.000152727
1.1840e-06,-10,16,12,12,,1.1840e-06,0.000152727
1.1848e-06,30,16,12.8,12,,1.1848e-06,0.000153039
1.1856e-06,10,15,12.8,11.2,,1.1856e-06,0.000153039
1.1864e-06,-10,16,12.8,12.8,,1.1864e-06,0.000153039
1.1872e-06,-10,17,13.6,12,,1.1872e-06,0.000152883
1.1880e-06,30,17,12.8,12,,1.1880e-06,0.000153196
1.1888e-06,-10,17,12,12,,1.1888e-06,0.000153039
1.1896e-06,10,16,12.8,12,,1.1896e-06,0.000153196
1.1904e-06,10,16,12.8,12,,1.1904e-06,0.000153352
1.1912e-06,10,15,12.8,12.8,,1.1912e-06,0.000153352
1.1920e-06,10,17,12.8,12.8,,1.1920e-06,0.000153508
1.1928e-06,10,16,12,12.8,,1.1928e-06,0.000153664
1.1936e-06,-10,16,12,12,,1.1936e-06,0.000153508
1.1944e-06,-10,16,12,12.8,,1.1944e-06,0.000153352
1.1952e-06,10,16,12.8,12.8,,1.1952e-06,0.000153508
1.1960e-06,10,16,12.8,12.8,,1.1960e-06,0.000153664
1.1968e-06,10,16,12.8,12.8,,1.1968e-06,0.000153664
1.1976e-06,10,16,12.8,12,,1.1976e-06,0.000153821
1.1984e-06,10,15,12.8,11.2,,1.1984e-06,0.000153977
1.1992e-06,-10,15,12.8,12,,1.1992e-06,0.000153821
1.2000e-06,10,16,12,12.8,,1.2000e-06,0.000153977
1.2008e-06,10,16,13.6,12.8,,1.2008e-06,0.000153977
1.2016e-06,-10,15,12.8,12.8,,1.2016e-06,0.000153977
1.2024e-06,10,16,12,12.8,,1.2024e-06,0.000153977
1.2032e-06,-10,16,12.8,12.8,,1.2032e-06,0.000153977
1.2040e-06,10,15,12.8,12,,1.2040e-06,0.000153977
1.2048e-06,-10,15,12.8,12,,1.2048e-06,0.000153977
1.2056e-06,10,16,12.8,12,,1.2056e-06,0.000153977
1.2064e-06,10,15,12,12.8,,1.2064e-06,0.000154133
1.2072e-06,-10,17,12,12.8,,1.2072e-06,0.000153977
1.2080e-06,-10,15,13.6,13.6,,1.2080e-06,0.000153821
1.2088e-06,-10,15,13.6,12.8,,1.2088e-06,0.000153821
1.2096e-06,-10,16,12.8,12,,1.2096e-06,0.000153664
1.2104e-06,10,16,12.8,12,,1.2104e-06,0.000153821
1.2112e-06,10,16,12.8,12,,1.2112e-06,0.000153821
1.2120e-06,-10,16,12.8,12,,1.2120e-06,0.000153821
1.2128e-06,-10,16,12.8,12.8,,1.2128e-06,0.000153664
1.2136e-06,-10,17,14.4,12.8,,1.2136e-06,0.000153508
1.2144e-06,10,16,12,12.8,,1.2144e-06,0.000153664
1.2152e-06,10,15,12.8,12.8,,1.2152e-06,0.000153821
1.2160e-06,30,15,13.6,12,,1.2160e-06,0.000154133
1.2168e-06,10,15,12,12.8,,1.2168e-06,0.000154133
1.2176e-06,30,15,12.8,12.8,,1.2176e-06,0.000154446
1.2184e-06,10,16,13.6,12.8,,1.2184e-06,0.000154602
1.2192e-06,10,16,12,12,,1.2192e-06,0.000154758
1.2200e-06,10,16,12.8,12.8,,1.2200e-06,0.000154758
1.2208e-06,-10,16,12.8,12.8,,1.2208e-06,0.000154758
1.2216e-06,10,16,12.8,12,,1.2216e-06,0.000154758
1.2224e-06,10,15,12.8,12,,1.2224e-06,0.000154914
1.2232e-06,10,16,13.6,12,,1.2232e-06,0.000155071
1.2240e-06,10,16,12.8,12.8,,1.2240e-06,0.000155071
1.2248e-06,10,15,14.4,12.8,,1.2248e-06,0.000155227
1.2256e-06,10,15,12.8,12.8,,1.2256e-06,0.000155383
