Model,MDO3054
Firmware Version,1.30

Waveform Type,ANALOG,,,,,Waveform Type,ANALOG
Point Format,Y,,,,,Point Format,Y
Horizontal Units,s,,,,,Horizontal Units,s
Horizontal Scale,8e-07,,,,,Horizontal Scale,8e-07
Horizontal Delay,2.964e-06,,,,,Horizontal Delay,2.964e-06
Sample Interval,8e-10,,,,,Sample Interval,8e-10
Record Length,10000,,,,,Record Length,10000
Gating,0.0% to 100.0%,,,,,Gating,0.0% to 100.0%
Probe Attenuation,500,50,10,100,,Probe Attenuation,1
Vertical Units,V,V,A,A,,Vertical Units,Ws
Vertical Offset,0,0,0,0,,Vertical Offset,0
Vertical Scale,500,25,20,20,,Vertical Scale,0.001
Vertical Position,1.98,0.4,-2,-3.92,,Vertical Position,-1.78835
,,,,,,,
,,,,,,,
,,,,,,,
Label,Vds,Vge,Isw,Il,,Label,Esw
TIME,CH1,CH2,CH3,CH4,,TIME,"MATH<INTG(CH1*CH3)>"
2.1304e-06,-10,16,22.4,21.6,,2.1304e-06,0.000255696
2.1312e-06,-10,16,22.4,22.4,,2.1312e-06,0.000255539
2.1320e-06,10,15,23.2,22.4,,2.1320e-06,0.000255696
2.1328e-06,-10,16,22.4,22.4,,2.1328e-06,0.000255539
2.1336e-06,-10,16,21.6,23.2,,2.1336e-06,0.000255383
2.1344e-06,10,17,22.4,21.6,,2.1344e-06,0.000255539
2.1352e-06,10,16,22.4,22.4,,2.1352e-06,0.000255852
2.1360e-06,10,17,21.6,22.4,,2.1360e-06,0.000256008
2.1368e-06,10,15,22.4,23.2,,2.1368e-06,0.000256164
2.1376e-06,10,15,22.4,22.4,,2.1376e-06,0.000256321
2.1384e-06,-10,16,22.4,22.4,,2.1384e-06,0.000256164
2.1392e-06,30,16,22.4,22.4,,2.1392e-06,0.000256633
2.1400e-06,10,15,22.4,22.4,,2.1400e-06,0.000256789
2.1408e-06,10,16,22.4,20.8,,2.1408e-06,0.000257102
2.1416e-06,10,16,22.4,22.4,,2.1416e-06,0.000257258
2.1424e-06,10,15,23.2,21.6,,2.1424e-06,0.000257414
2.1432e-06,10,16,23.2,22.4,,2.1432e-06,0.000257571
2.1440e-06,-10,15,21.6,22.4,,2.1440e-06,0.000257414
2.1448e-06,-10,16,23.2,22.4,,2.1448e-06,0.000257258
2.1456e-06,10,16,22.4,21.6,,2.1456e-06,0.000257414
2.1464e-06,10,16,21.6,21.6,,2.1464e-06,0.000257571
2.1472e-06,10,17,22.4,22.4,,2.1472e-06,0.000257727
2.1480e-06,10,16,24,21.6,,2.1480e-06,0.000257883
2.1488e-06,10,16,22.4,22.4,,2.1488e-06,0.000258196
2.1496e-06,10,16,22.4,23.2,,2.1496e-06,0.000258352
2.1504e-06,10,16,21.6,22.4,,2.1504e-06,0.000258508
2.1512e-06,-10,16,22.4,22.4,,2.1512e-06,0.000258352
2.1520e-06,10,15,21.6,22.4,,2.1520e-06,0.000258508
2.1528e-06,10,16,22.4,22.4,,2.1528e-06,0.000258664
2.1536e-06,10,16,22.4,22.4,,2.1536e-06,0.000258821
2.1544e-06,10,16,21.6,22.4,,2.1544e-06,0.000258977
2.1552e-06,10,16,23.2,21.6,,2.1552e-06,0.000259133
2.1560e-06,-10,15,22.4,23.2,,2.1560e-06,0.000258977
2.1568e-06,-10,15,22.4,22.4,,2.1568e-06,0.000258821
2.1576e-06,-10,15,21.6,21.6,,2.1576e-06,0.000258664
2.1584e-06,-10,16,23.2,21.6,,2.1584e-06,0.000258508
2.1592e-06,30,16,22.4,21.6,,2.1592e-06,0.000258977
2.1600e-06,10,15,23.2,22.4,,2.1600e-06,0.000259133
2.1608e-06,10,16,23.2,22.4,,2.1608e-06,0.000259446
2.1616e-06,30,15,22.4,23.2,,2.1616e-06,0.000259914
2.1624e-06,10,15,22.4,21.6,,2.1624e-06,0.000260071
2.1632e-06,-10,16,22.4,21.6,,2.1632e-06,0.000259914
2.1640e-06,-10,16,23.2,21.6,,2.1640e-06,0.000259758
2.1648e-06,10,15,23.2,22.4,,2.1648e-06,0.000259914
2.1656e-06,30,15,23.2,22.4,,2.1656e-06,0.000260539
2.1664e-06,10,15,22.4,22.4,,2.1664e-06,0.000260696
2.1672e-06,10,16,22.4,22.4,,2.1672e-06,0.000260852
2.1680e-06,10,16,23.2,22.4,,2.1680e-06,0.000261008
2.1688e-06,10,15,22.4,23.2,,2.1688e-06,0.000261164
2.1696e-06,10,16,22.4,23.2,,2.1696e-06,0.000261321
2.1704e-06,10,15,21.6,22.4,,2.1704e-06,0.000261477
2.1712e-06,10,15,23.2,22.4,,2.1712e-06,0.000261789
2.1720e-06,-10,16,21.6,22.4,,2.1720e-06,0.000261633
2.1728e-06,-30,15,22.4,22.4,,2.1728e-06,0.000261008
2.1736e-06,-10,16,22.4,23.2,,2.1736e-06,0.000260852
2.1744e-06,-10,15,21.6,23.2,,2.1744e-06,0.000260696
2.1752e-06,10,16,22.4,23.2,,2.1752e-06,0.000260852
2.1760e-06,10,16,23.2,22.4,,2.1760e-06,0.000261008
2.1768e-06,10,15,22.4,22.4,,2.1768e-06,0.000261164
2.1776e-06,-10,15,22.4,22.4,,2.1776e-06,0.000261008
2.1784e-06,10,15,21.6,24,,2.1784e-06,0.000261164
2.1792e-06,10,15,22.4,23.2,,2.1792e-06,0.000261321
2.1800e-06,-30,16,22.4,22.4,,2.1800e-06,0.000260852
2.1808e-06,10,16,22.4,23.2,,2.1808e-06,0.000261008
2.1816e-06,10,16,23.2,23.2,,2.1816e-06,0.000261164
2.1824e-06,10,15,23.2,24,,2.1824e-06,0.000261321
2.1832e-06,10,16,23.2,22.4,,2.1832e-06,0.000261633
2.1840e-06,10,14,22.4,23.2,,2.1840e-06,0.000261789
2.1848e-06,-10,15,22.4,23.2,,2.1848e-06,0.000261633
2.1856e-06,10,15,23.2,22.4,,2.1856e-06,0.000261789
2.1864e-06,10,15,22.4,22.4,,2.1864e-06,0.000261946
2.1872e-06,10,16,23.2,23.2,,2.1872e-06,0.000262102
2.1880e-06,30,16,22.4,22.4,,2.1880e-06,0.000262727
2.1888e-06,-10,16,23.2,22.4,,2.1888e-06,0.000262414
2.1896e-06,-10,16,23.2,23.2,,2.1896e-06,0.000262258
2.1904e-06,30,16,22.4,23.2,,2.1904e-06,0.000262883
2.1912e-06,10,16,22.4,23.2,,2.1912e-06,0.000263039
2.1920e-06,10,16,22.4,23.2,,2.1920e-06,0.000263196
2.1928e-06,10,15,23.2,22.4,,2.1928e-06,0.000263352
2.1936e-06,10,16,22.4,23.2,,2.1936e-06,0.000263508
2.1944e-06,10,16,22.4,22.4,,2.1944e-06,0.000263664
2.1952e-06,30,16,23.2,22.4,,2.1952e-06,0.000264289
2.1960e-06,10,16,22.4,22.4,,2.1960e-06,0.000264446
2.1968e-06,10,16,22.4,22.4,,2.1968e-06,0.000264602
2.1976e-06,-10,16,24,23.2,,2.1976e-06,0.000264446
2.1984e-06,-30,16,23.2,23.2,,2.1984e-06,0.000263977
2.1992e-06,-30,16,22.4,23.2,,2.1992e-06,0.000263352
2.2000e-06,-10,16,23.2,22.4,,2.2000e-06,0.000263196
2.2008e-06,10,16,23.2,23.2,,2.2008e-06,0.000263352
2.2016e-06,10,16,23.2,23.2,,2.2016e-06,0.000263508
2.2024e-06,10,16,22.4,23.2,,2.2024e-06,0.000263664
2.2032e-06,10,15,24,23.2,,2.2032e-06,0.000263977
2.2040e-06,-10,15,23.2,22.4,,2.2040e-06,0.000263664
2.2048e-06,10,16,22.4,23.2,,2.2048e-06,0.000263977
2.2056e-06,-10,16,23.2,23.2,,2.2056e-06,0.000263664
2.2064e-06,10,16,22.4,23.2,,2.2064e-06,0.000263977
2.2072e-06,-10,15,22.4,22.4,,2.2072e-06,0.000263664
2.2080e-06,-10,16,22.4,22.4,,2.2080e-06,0.000263508
2.2088e-06,10,16,22.4,23.2,,2.2088e-06,0.000263664
2.2096e-06,-10,16,23.2,22.4,,2.2096e-06,0.000263508
2.2104e-06,10,16,23.2,22.4,,2.2104e-06,0.000263664
2.2112e-06,10,16,22.4,23.2,,2.2112e-06,0.000263977
2.2120e-06,10,16,23.2,24,,2.2120e-06,0.000264133
2.2128e-06,-10,17,23.2,22.4,,2.2128e-06,0.000263977
2.2136e-06,-10,15,23.2,22.4,,2.2136e-06,0.000263664
2.2144e-06,-10,16,23.2,24,,2.2144e-06,0.000263508
2.2152e-06,-10,15,23.2,21.6,,2.2152e-06,0.000263352
2.2160e-06,10,16,23.2,22.4,,2.2160e-06,0.000263508
2.2168e-06,10,16,23.2,24,,2.2168e-06,0.000263664
2.2176e-06,10,15,23.2,22.4,,2.2176e-06,0.000263977
2.2184e-06,10,16,23.2,22.4,,2.2184e-06,0.000264133
2.2192e-06,10,16,23.2,23.2,,2.2192e-06,0.000264289
2.2200e-06,10,15,23.2,23.2,,2.2200e-06,0.000264446
2.2208e-06,10,16,22.4,22.4,,2.2208e-06,0.000264602
2.2216e-06,-10,16,23.2,22.4,,2.2216e-06,0.000264446
2.2224e-06,-10,16,22.4,23.2,,2.2224e-06,0.000264289
2.2232e-06,10,16,23.2,22.4,,2.2232e-06,0.000264446
2.2240e-06,10,15,23.2,23.2,,2.2240e-06,0.000264602
2.2248e-06,10,15,23.2,23.2,,2.2248e-06,0.000264914
2.2256e-06,10,16,24,23.2,,2.2256e-06,0.000265071
2.2264e-06,10,16,24,23.2,,2.2264e-06,0.000265227
2.2272e-06,-10,15,22.4,23.2,,2.2272e-06,0.000265071
2.2280e-06,10,15,23.2,23.2,,2.2280e-06,0.000265227
2.2288e-06,10,16,23.2,23.2,,2.2288e-06,0.000265383
2.2296e-06,10,16,24,23.2,,2.2296e-06,0.000265539
2.2304e-06,-10,17,23.2,22.4,,2.2304e-06,0.000265383
2.2312e-06,10,17,22.4,23.2,,2.2312e-06,0.000265539
2.2320e-06,10,15,23.2,23.2,,2.2320e-06,0.000265852
2.2328e-06,10,16,23.2,23.2,,2.2328e-06,0.000266008
2.2336e-06,-10,16,22.4,23.2,,2.2336e-06,0.000265852
2.2344e-06,10,16,23.2,24,,2.2344e-06,0.000266008
2.2352e-06,30,16,24,23.2,,2.2352e-06,0.000266477
2.2360e-06,10,17,24,23.2,,2.2360e-06,0.000266789
2.2368e-06,10,16,22.4,23.2,,2.2368e-06,0.000266946
2.2376e-06,10,16,23.2,23.2,,2.2376e-06,0.000267102
2.2384e-06,10,15,23.2,22.4,,2.2384e-06,0.000267258
2.2392e-06,10,16,23.2,23.2,,2.2392e-06,0.000267414
2.2400e-06,10,16,23.2,23.2,,2.2400e-06,0.000267727
2.2408e-06,10,15,24,22.4,,2.2408e-06,0.000267883
2.2416e-06,-30,15,24,23.2,,2.2416e-06,0.000267258
2.2424e-06,10,16,23.2,23.2,,2.2424e-06,0.000267414
2.2432e-06,-10,17,23.2,23.2,,2.2432e-06,0.000267258
2.2440e-06,30,17,23.2,23.2,,2.2440e-06,0.000267883
2.2448e-06,10,15,23.2,23.2,,2.2448e-06,0.000268039
2.2456e-06,10,15,23.2,24,,2.2456e-06,0.000268196
2.2464e-06,10,16,23.2,23.2,,2.2464e-06,0.000268352
2.2472e-06,10,15,23.2,23.2,,2.2472e-06,0.000268508
2.2480e-06,10,17,24,24,,2.2480e-06,0.000268821
2.2488e-06,-10,16,23.2,23.2,,2.2488e-06,0.000268664
2.2496e-06,-10,16,23.2,23.2,,2.2496e-06,0.000268352
2.2504e-06,-10,16,23.2,22.4,,2.2504e-06,0.000268196
2.2512e-06,30,15,23.2,23.2,,2.2512e-06,0.000268821
2.2520e-06,10,15,23.2,24,,2.2520e-06,0.000268977
2.2528e-06,10,16,23.2,23.2,,2.2528e-06,0.000269133
2.2536e-06,-10,15,24,24,,2.2536e-06,0.000268977
2.2544e-06,10,16,23.2,22.4,,2.2544e-06,0.000269133
2.2552e-06,-10,16,23.2,24,,2.2552e-06,0.000268977
2.2560e-06,10,16,23.2,23.2,,2.2560e-06,0.000269133
2.2568e-06,10,15,24,23.2,,2.2568e-06,0.000269289
2.2576e-06,-10,15,24,23.2,,2.2576e-06,0.000269133
2.2584e-06,10,16,23.2,23.2,,2.2584e-06,0.000269289
2.2592e-06,-10,16,22.4,23.2,,2.2592e-06,0.000269133
2.2600e-06,-10,16,24,22.4,,2.2600e-06,0.000268977
2.2608e-06,10,16,23.2,24.8,,2.2608e-06,0.000269133
2.2616e-06,10,16,23.2,24,,2.2616e-06,0.000269289
2.2624e-06,-10,17,23.2,23.2,,2.2624e-06,0.000269133
2.2632e-06,10,16,24,23.2,,2.2632e-06,0.000269289
2.2640e-06,10,15,24,23.2,,2.2640e-06,0.000269602
2.2648e-06,10,17,24.8,23.2,,2.2648e-06,0.000269758
2.2656e-06,10,14,23.2,24,,2.2656e-06,0.000269914
2.2664e-06,30,16,23.2,24,,2.2664e-06,0.000270539
2.2672e-06,30,16,23.2,23.2,,2.2672e-06,0.000271008
2.2680e-06,-10,17,24,24.8,,2.2680e-06,0.000270852
2.2688e-06,-10,15,23.2,22.4,,2.2688e-06,0.000270696
2.2696e-06,10,16,24,23.2,,2.2696e-06,0.000270852
2.2704e-06,10,15,23.2,23.2,,2.2704e-06,0.000271008
2.2712e-06,10,16,23.2,23.2,,2.2712e-06,0.000271164
2.2720e-06,10,16,23.2,24,,2.2720e-06,0.000271321
2.2728e-06,10,17,24.8,24,,2.2728e-06,0.000271633
2.2736e-06,10,16,24.8,23.2,,2.2736e-06,0.000271789
2.2744e-06,-10,16,23.2,24,,2.2744e-06,0.000271633
2.2752e-06,10,15,24.8,23.2,,2.2752e-06,0.000271789
2.2760e-06,10,17,23.2,24,,2.2760e-06,0.000271946
2.2768e-06,10,16,24,23.2,,2.2768e-06,0.000272258
2.2776e-06,-10,16,23.2,24,,2.2776e-06,0.000271946
2.2784e-06,10,16,23.2,23.2,,2.2784e-06,0.000272258
2.2792e-06,30,16,24.8,24,,2.2792e-06,0.000272727
2.2800e-06,10,15,23.2,23.2,,2.2800e-06,0.000272883
2.2808e-06,10,16,24,23.2,,2.2808e-06,0.000273196
2.2816e-06,10,16,24.8,24,,2.2816e-06,0.000273352
2.2824e-06,10,15,23.2,24.8,,2.2824e-06,0.000273508
2.2832e-06,-10,16,24,22.4,,2.2832e-06,0.000273352
2.2840e-06,30,16,24.8,22.4,,2.2840e-06,0.000273977
2.2848e-06,30,16,24,23.2,,2.2848e-06,0.000274446
2.2856e-06,30,15,22.4,22.4,,2.2856e-06,0.000275071
2.2864e-06,30,15,23.2,23.2,,2.2864e-06,0.000275539
2.2872e-06,10,16,24,23.2,,2.2872e-06,0.000275852
2.2880e-06,10,15,24,24.8,,2.2880e-06,0.000276008
2.2888e-06,10,16,23.2,24,,2.2888e-06,0.000276164
2.2896e-06,10,16,23.2,24,,2.2896e-06,0.000276321
2.2904e-06,10,15,24,24,,2.2904e-06,0.000276633
2.2912e-06,10,15,24,23.2,,2.2912e-06,0.000276789
2.2920e-06,10,15,24,23.2,,2.2920e-06,0.000276946
2.2928e-06,10,14,24,23.2,,2.2928e-06,0.000277102
2.2936e-06,10,16,24,24,,2.2936e-06,0.000277258
2.2944e-06,10,15,23.2,23.2,,2.2944e-06,0.000277571
2.2952e-06,10,15,24,24,,2.2952e-06,0.000277727
2.2960e-06,-10,16,23.2,24.8,,2.2960e-06,0.000277571
2.2968e-06,10,16,24,23.2,,2.2968e-06,0.000277727
2.2976e-06,10,15,24,23.2,,2.2976e-06,0.000277883
2.2984e-06,10,16,24,24,,2.2984e-06,0.000278039
2.2992e-06,-10,16,24,23.2,,2.2992e-06,0.000277883
2.3000e-06,10,16,24.8,24,,2.3000e-06,0.000278039
2.3008e-06,10,16,24,24,,2.3008e-06,0.000278352
2.3016e-06,10,17,24,24.8,,2.3016e-06,0.000278508
2.3024e-06,-10,16,24,24.8,,2.3024e-06,0.000278352
2.3032e-06,30,16,24,23.2,,2.3032e-06,0.000278821
2.3040e-06,-10,16,24.8,23.2,,2.3040e-06,0.000278664
2.3048e-06,10,16,24.8,24.8,,2.3048e-06,0.000278821
2.3056e-06,10,16,23.2,24,,2.3056e-06,0.000278977
2.3064e-06,-10,16,24,24,,2.3064e-06,0.000278821
2.3072e-06,10,15,23.2,24,,2.3072e-06,0.000278977
2.3080e-06,10,16,24,24.8,,2.3080e-06,0.000279289
2.3088e-06,10,15,24,24,,2.3088e-06,0.000279446
2.3096e-06,10,16,24,22.4,,2.3096e-06,0.000279602
2.3104e-06,10,16,24.8,24,,2.3104e-06,0.000279758
2.3112e-06,10,15,24.8,23.2,,2.3112e-06,0.000280071
2.3120e-06,10,17,24,24.8,,2.3120e-06,0.000280227
2.3128e-06,10,16,24,24.8,,2.3128e-06,0.000280383
2.3136e-06,10,15,23.2,24,,2.3136e-06,0.000280539
2.3144e-06,-10,16,24,24,,2.3144e-06,0.000280383
2.3152e-06,-10,16,23.2,24,,2.3152e-06,0.000280227
2.3160e-06,30,15,24,24,,2.3160e-06,0.000280852
2.3168e-06,-10,16,24,24,,2.3168e-06,0.000280539
2.3176e-06,30,16,24.8,24,,2.3176e-06,0.000281164
2.3184e-06,50,16,23.2,24.8,,2.3184e-06,0.000282102
2.3192e-06,-10,15,24,24,,2.3192e-06,0.000281946
2.3200e-06,10,16,24.8,24,,2.3200e-06,0.000282102
2.3208e-06,10,16,24,23.2,,2.3208e-06,0.000282258
2.3216e-06,10,16,24,24.8,,2.3216e-06,0.000282571
2.3224e-06,30,16,24,24,,2.3224e-06,0.000283039
2.3232e-06,-10,16,24,24,,2.3232e-06,0.000282883
2.3240e-06,10,16,24.8,24,,2.3240e-06,0.000283039
2.3248e-06,10,15,24,24,,2.3248e-06,0.000283352
2.3256e-06,10,15,24.8,23.2,,2.3256e-06,0.000283508
2.3264e-06,30,16,24.8,24,,2.3264e-06,0.000284133
2.3272e-06,30,16,24,24.8,,2.3272e-06,0.000284602
2.3280e-06,10,15,24.8,24,,2.3280e-06,0.000284914
2.3288e-06,-30,16,24,24.8,,2.3288e-06,0.000284289
2.3296e-06,10,16,24.8,24,,2.3296e-06,0.000284446
2.3304e-06,10,16,24.8,24,,2.3304e-06,0.000284602
2.3312e-06,10,15,24.8,23.2,,2.3312e-06,0.000284914
2.3320e-06,30,16,24,24.8,,2.3320e-06,0.000285383
2.3328e-06,30,17,24,24.8,,2.3328e-06,0.000286008
2.3336e-06,50,17,24.8,25.6,,2.3336e-06,0.000286946
2.3344e-06,10,16,23.2,24.8,,2.3344e-06,0.000287258
2.3352e-06,10,16,24.8,24.8,,2.3352e-06,0.000287414
2.3360e-06,10,16,24,24.8,,2.3360e-06,0.000287571
2.3368e-06,-10,15,24.8,24,,2.3368e-06,0.000287414
2.3376e-06,10,16,24,24,,2.3376e-06,0.000287571
2.3384e-06,10,15,24,24,,2.3384e-06,0.000287727
2.3392e-06,10,15,24.8,24.8,,2.3392e-06,0.000288039
2.3400e-06,30,16,24.8,24.8,,2.3400e-06,0.000288508
2.3408e-06,10,15,23.2,24,,2.3408e-06,0.000288821
2.3416e-06,10,16,24,24.8,,2.3416e-06,0.000288977
2.3424e-06,10,16,24,23.2,,2.3424e-06,0.000289133
2.3432e-06,30,16,24.8,24,,2.3432e-06,0.000289758
2.3440e-06,-10,16,24,24.8,,2.3440e-06,0.000289602
2.3448e-06,-10,16,24.8,24.8,,2.3448e-06,0.000289289
2.3456e-06,10,16,24.8,24,,2.3456e-06,0.000289602
2.3464e-06,10,17,24.8,24,,2.3464e-06,0.000289758
2.3472e-06,-10,16,24,24.8,,2.3472e-06,0.000289602
2.3480e-06,-10,16,24.8,24,,2.3480e-06,0.000289289
2.3488e-06,-10,16,23.2,24,,2.3488e-06,0.000289133
2.3496e-06,10,16,24,23.2,,2.3496e-06,0.000289289
2.3504e-06,10,15,24,24,,2.3504e-06,0.000289602
2.3512e-06,10,16,24.8,24,,2.3512e-06,0.000289758
2.3520e-06,-10,16,24.8,24,,2.3520e-06,0.000289602
2.3528e-06,10,16,24,24.8,,2.3528e-06,0.000289758
2.3536e-06,-10,16,24,24,,2.3536e-06,0.000289602
2.3544e-06,10,16,24.8,24.8,,2.3544e-06,0.000289758
2.3552e-06,10,16,24,24.8,,2.3552e-06,0.000289914
2.3560e-06,10,15,24.8,24,,2.3560e-06,0.000290071
2.3568e-06,10,16,24.8,24,,2.3568e-06,0.000290383
2.3576e-06,30,17,23.2,24.8,,2.3576e-06,0.000290852
2.3584e-06,10,16,24.8,24.8,,2.3584e-06,0.000291164
2.3592e-06,10,15,24.8,24.8,,2.3592e-06,0.000291321
2.3600e-06,10,15,24.8,24.8,,2.3600e-06,0.000291477
2.3608e-06,30,16,24,24.8,,2.3608e-06,0.000292102
2.3616e-06,10,15,24,24,,2.3616e-06,0.000292258
2.3624e-06,10,16,24.8,24.8,,2.3624e-06,0.000292414
2.3632e-06,10,15,24,24.8,,2.3632e-06,0.000292571
2.3640e-06,10,16,24.8,24.8,,2.3640e-06,0.000292883
2.3648e-06,30,16,24.8,24.8,,2.3648e-06,0.000293508
2.3656e-06,-10,15,24,24.8,,2.3656e-06,0.000293196
2.3664e-06,10,15,24.8,24.8,,2.3664e-06,0.000293508
2.3672e-06,10,16,24.8,24.8,,2.3672e-06,0.000293664
2.3680e-06,10,16,24,24,,2.3680e-06,0.000293821
2.3688e-06,30,16,25.6,24,,2.3688e-06,0.000294446
2.3696e-06,10,16,25.6,24.8,,2.3696e-06,0.000294602
2.3704e-06,10,16,24,24.8,,2.3704e-06,0.000294914
2.3712e-06,-10,15,24,24.8,,2.3712e-06,0.000294602
2.3720e-06,-30,14,24.8,24.8,,2.3720e-06,0.000294133
2.3728e-06,10,16,24,24.8,,2.3728e-06,0.000294289
2.3736e-06,10,16,24,24.8,,2.3736e-06,0.000294446
2.3744e-06,10,16,24.8,24.8,,2.3744e-06,0.000294602
2.3752e-06,10,15,24,24.8,,2.3752e-06,0.000294914
2.3760e-06,10,15,23.2,25.6,,2.3760e-06,0.000295071
2.3768e-06,10,16,24.8,25.6,,2.3768e-06,0.000295227
2.3776e-06,-10,15,24.8,25.6,,2.3776e-06,0.000295071
2.3784e-06,10,15,24,25.6,,2.3784e-06,0.000295227
2.3792e-06,-10,15,24,25.6,,2.3792e-06,0.000295071
2.3800e-06,10,16,25.6,24,,2.3800e-06,0.000295227
2.3808e-06,10,16,24.8,24.8,,2.3808e-06,0.000295383
2.3816e-06,10,15,24.8,24.8,,2.3816e-06,0.000295696
2.3824e-06,10,15,25.6,24.8,,2.3824e-06,0.000295852
2.3832e-06,-10,16,24.8,24,,2.3832e-06,0.000295696
2.3840e-06,10,16,24.8,24.8,,2.3840e-06,0.000295852
2.3848e-06,10,15,24.8,24,,2.3848e-06,0.000296008
2.3856e-06,10,15,24,24.8,,2.3856e-06,0.000296164
2.3864e-06,10,15,24,24.8,,2.3864e-06,0.000296477
2.3872e-06,10,15,24,24,,2.3872e-06,0.000296633
2.3880e-06,10,15,24.8,24.8,,2.3880e-06,0.000296789
2.3888e-06,10,15,25.6,24.8,,2.3888e-06,0.000296946
2.3896e-06,-10,16,24.8,24.8,,2.3896e-06,0.000296789
2.3904e-06,10,16,24.8,24.8,,2.3904e-06,0.000296946
2.3912e-06,10,17,25.6,24.8,,2.3912e-06,0.000297258
2.3920e-06,10,15,24.8,24.8,,2.3920e-06,0.000297414
2.3928e-06,10,15,24.8,25.6,,2.3928e-06,0.000297571
2.3936e-06,-10,14,24,24.8,,2.3936e-06,0.000297414
2.3944e-06,10,15,25.6,25.6,,2.3944e-06,0.000297571
2.3952e-06,30,15,24.8,24.8,,2.3952e-06,0.000298196
2.3960e-06,-30,15,25.6,24.8,,2.3960e-06,0.000297571
2.3968e-06,10,16,25.6,24.8,,2.3968e-06,0.000297883
2.3976e-06,10,16,24.8,25.6,,2.3976e-06,0.000298039
2.3984e-06,-10,15,25.6,25.6,,2.3984e-06,0.000297727
2.3992e-06,10,15,25.6,25.6,,2.3992e-06,0.000298039
2.4000e-06,10,16,24.8,25.6,,2.4000e-06,0.000298196
2.4008e-06,-10,15,25.6,24,,2.4008e-06,0.000298039
2.4016e-06,10,15,25.6,25.6,,2.4016e-06,0.000298196
2.4024e-06,10,15,24.8,24,,2.4024e-06,0.000298352
2.4032e-06,10,17,24.8,24.8,,2.4032e-06,0.000298664
2.4040e-06,-10,15,25.6,24,,2.4040e-06,0.000298352
2.4048e-06,10,15,24.8,24.8,,2.4048e-06,0.000298664
2.4056e-06,10,15,24.8,24.8,,2.4056e-06,0.000298821
2.4064e-06,10,16,24.8,25.6,,2.4064e-06,0.000298977
2.4072e-06,30,15,24.8,25.6,,2.4072e-06,0.000299602
2.4080e-06,-10,16,24.8,25.6,,2.4080e-06,0.000299446
2.4088e-06,10,15,24.8,25.6,,2.4088e-06,0.000299602
2.4096e-06,-10,16,24.8,25.6,,2.4096e-06,0.000299446
2.4104e-06,30,16,24.8,24,,2.4104e-06,0.000299914
2.4112e-06,10,17,24.8,25.6,,2.4112e-06,0.000300227
2.4120e-06,10,17,24.8,24,,2.4120e-06,0.000300383
2.4128e-06,10,15,24.8,24.8,,2.4128e-06,0.000300539
2.4136e-06,10,14,24.8,24.8,,2.4136e-06,0.000300852
2.4144e-06,30,16,25.6,24.8,,2.4144e-06,0.000301321
2.4152e-06,10,17,24.8,24.8,,2.4152e-06,0.000301633
2.4160e-06,10,15,24.8,24.8,,2.4160e-06,0.000301789
2.4168e-06,10,15,25.6,24.8,,2.4168e-06,0.000301946
2.4176e-06,10,16,24.8,25.6,,2.4176e-06,0.000302258
2.4184e-06,10,16,24.8,25.6,,2.4184e-06,0.000302414
2.4192e-06,-10,17,24.8,25.6,,2.4192e-06,0.000302258
2.4200e-06,10,16,24.8,25.6,,2.4200e-06,0.000302414
2.4208e-06,10,16,25.6,24.8,,2.4208e-06,0.000302571
2.4216e-06,10,16,25.6,25.6,,2.4216e-06,0.000302727
2.4224e-06,-10,16,25.6,25.6,,2.4224e-06,0.000302571
2.4232e-06,10,16,24.8,24.8,,2.4232e-06,0.000302727
2.4240e-06,10,15,25.6,24.8,,2.4240e-06,0.000303039
2.4248e-06,-10,16,25.6,25.6,,2.4248e-06,0.000302727
2.4256e-06,10,16,25.6,24.8,,2.4256e-06,0.000303039
2.4264e-06,30,16,25.6,24.8,,2.4264e-06,0.000303664
2.4272e-06,10,16,25.6,24.8,,2.4272e-06,0.000303821
2.4280e-06,-10,16,25.6,24,,2.4280e-06,0.000303664
2.4288e-06,10,16,25.6,25.6,,2.4288e-06,0.000303821
2.4296e-06,10,16,24.8,24.8,,2.4296e-06,0.000303977
2.4304e-06,10,16,25.6,24.8,,2.4304e-06,0.000304289
2.4312e-06,30,16,24.8,24.8,,2.4312e-06,0.000304758
2.4320e-06,10,16,24.8,24.8,,2.4320e-06,0.000305071
2.4328e-06,-10,15,24.8,24.8,,2.4328e-06,0.000304758
2.4336e-06,30,16,25.6,25.6,,2.4336e-06,0.000305383
2.4344e-06,10,15,25.6,25.6,,2.4344e-06,0.000305696
2.4352e-06,-10,15,25.6,25.6,,2.4352e-06,0.000305383
2.4360e-06,-10,15,25.6,24.8,,2.4360e-06,0.000305227
2.4368e-06,10,16,25.6,24.8,,2.4368e-06,0.000305383
2.4376e-06,10,16,25.6,25.6,,2.4376e-06,0.000305696
2.4384e-06,30,15,25.6,25.6,,2.4384e-06,0.000306321
2.4392e-06,-10,14,25.6,24.8,,2.4392e-06,0.000306008
2.4400e-06,10,15,25.6,25.6,,2.4400e-06,0.000306321
2.4408e-06,-10,16,25.6,25.6,,2.4408e-06,0.000306008
2.4416e-06,10,16,25.6,25.6,,2.4416e-06,0.000306321
2.4424e-06,10,16,24.8,24.8,,2.4424e-06,0.000306477
2.4432e-06,10,15,24.8,25.6,,2.4432e-06,0.000306633
